date,stock,forecast,actual,forecast_error,absolute_error,squared_error,explained_variance_ratio
1996-07-01,AAPL,0.003138245452575717,0.09737232855596623,0.09423408310339051,0.09423408310339051,0.00888006241833671,0.5208040821558548
1996-07-01,AMGN,0.011893256053737804,0.06425263472502371,0.05235937867128591,0.05235937867128591,0.0027415045348431095,0.5208040821558548
1996-07-01,AXP,0.00955532293056408,0.004984643100784777,-0.004570679829779304,0.004570679829779304,2.0891114106351365e-05,0.5208040821558548
1996-07-01,BA,0.03777635548790739,0.022347607578992,-0.015428747908915394,0.015428747908915394,0.00023804626203686115,0.5208040821558548
1996-07-01,CAT,0.02100654414272216,0.05063660877623626,0.029630064633514103,0.029630064633514103,0.0008779407301862232,0.5208040821558548
1996-07-01,CVX,0.003234883647737377,0.017130876224891508,0.013895992577154131,0.013895992577154131,0.0001930986097043227,0.5208040821558548
1996-07-01,DIS,0.01692091431142796,0.026333541446664853,0.009412627135236894,0.009412627135236894,8.85975495869979e-05,0.5208040821558548
1996-07-01,HD,0.021043501418113723,0.05315249793667829,0.03210899651856457,0.03210899651856457,0.0010309876574291915,0.5208040821558548
1996-07-01,HON,0.015401449773411572,0.04980345030386641,0.034402000530454835,0.034402000530454835,0.0011834976404974148,0.5208040821558548
1996-07-01,IBM,0.01808074919431378,0.06199225851296352,0.04391150931864974,0.04391150931864974,0.0019282206506418629,0.5208040821558548
1996-07-01,INTC,0.011047628286417078,0.06121363375450605,0.05016600546808897,0.05016600546808897,0.0025166281046243326,0.5208040821558548
1996-07-01,JNJ,0.01648148966083878,0.030931058301142667,0.014449568640303886,0.014449568640303886,0.0002087900338908535,0.5208040821558548
1996-07-01,JPM,0.0005915125334220138,0.07567024722491718,0.07507873469149516,0.07507873469149516,0.005636816402875919,0.5208040821558548
1996-07-01,KO,0.029352793827832298,0.06453799425869776,0.03518520043086546,0.03518520043086546,0.0012379983293601751,0.5208040821558548
1996-07-01,MCD,0.017737166467495166,0.0,-0.017737166467495166,0.017737166467495166,0.00031460707429563497,0.5208040821558548
1996-07-01,MMM,0.018455288647433316,0.0943108299223621,0.07585554127492879,0.07585554127492879,0.0057540631421124245,0.5208040821558548
1996-07-01,MRK,0.011280191567526607,0.021175079066462196,0.009894887498935589,0.009894887498935589,9.790879861659179e-05,0.5208040821558548
1996-07-01,NKE,0.023901552952779348,0.048615892175455803,0.024714339222676455,0.024714339222676455,0.0006107985632135238,0.5208040821558548
1996-07-01,PG,0.015749198706207893,0.001129571064172312,-0.01461962764203558,0.01461962764203558,0.00021373351239177083,0.5208040821558548
1996-07-01,TRV,0.017312462357293414,0.0,-0.017312462357293414,0.017312462357293414,0.00029972135287270146,0.5208040821558548
1996-07-01,UNH,0.00779879258652044,0.1349195949556255,0.12712080236910506,0.12712080236910506,0.016159698394965064,0.5208040821558548
1996-07-01,VZ,0.0028855467476572288,-0.0381189391105693,-0.04100448585822653,0.04100448585822653,0.0016813678604974997,0.5208040821558548
1996-07-01,WBA,0.014578526288353068,0.034820058283010276,0.020241531994657207,0.020241531994657207,0.0004097196174907314,0.5208040821558548
1996-07-01,WMT,0.014109762897588824,0.09436251835299939,0.08025275545541057,0.08025275545541057,0.00644050475818593,0.5208040821558548
1996-08-01,AAPL,0.03495171696560824,-0.08888683529552005,-0.12383855226112829,0.12383855226112829,0.015335987026132203,0.5202849217233654
1996-08-01,AMGN,0.029242173686205682,0.08037252566213596,0.05113035197593027,0.05113035197593027,0.002614312893182517,0.5202849217233654
1996-08-01,AXP,0.03126250389392271,0.05556951133636505,0.024307007442442338,0.024307007442442338,0.0005908306108069472,0.5202849217233654
1996-08-01,BA,0.01667853931617342,0.04635690057040812,0.029678361254234703,0.029678361254234703,0.0008808051267368596,0.5202849217233654
1996-08-01,CAT,0.035313833679508064,0.09018308487736391,0.05486925119785585,0.05486925119785585,0.0030106347270134055,0.5202849217233654
1996-08-01,CVX,0.032410863187689244,0.07104227833968035,0.03863141515199111,0.03863141515199111,0.0014923862366454882,0.5202849217233654
1996-08-01,DIS,0.028238432702536842,0.10404379294870607,0.07580536024616923,0.07580536024616923,0.0057464526420514936,0.5202849217233654
1996-08-01,HD,0.012697802618140895,0.0682084463688966,0.055510643750755706,0.055510643750755706,0.0030814315696233137,0.5202849217233654
1996-08-01,HON,0.01926596252456879,0.06828580118410062,0.04901983865953183,0.04901983865953183,0.002402944582206531,0.5202849217233654
1996-08-01,IBM,0.031367782523389974,0.08802042994789269,0.05665264742450272,0.05665264742450272,0.0032095224602050145,0.5202849217233654
1996-08-01,INTC,0.05505696304628399,0.17879134052174375,0.12373437747545976,0.12373437747545976,0.015310196169239563,0.5202849217233654
1996-08-01,JNJ,0.028006124754005737,0.04338870594852726,0.015382581194521527,0.015382581194521527,0.0002366238042060473,0.5202849217233654
1996-08-01,JPM,0.02816043620075377,0.07446734224818921,0.04630690604743544,0.04630690604743544,0.002144329547686013,0.5202849217233654
1996-08-01,KO,0.014985615929785825,0.017349155170976127,0.0023635392411903017,0.0023635392411903017,5.586317744646427e-06,0.5202849217233654
1996-08-01,MCD,0.024357938713091023,0.022914640043425413,-0.0014432986696656103,0.0014432986696656103,2.0831110498585206e-06,0.5202849217233654
1996-08-01,MMM,0.016700125896822286,0.021619190120415625,0.004919064223593339,0.004919064223593339,2.4197192835835938e-05,0.5202849217233654
1996-08-01,MRK,0.011604685105949562,0.06988116660758549,0.05827648150163593,0.05827648150163593,0.003396148296210515,0.5202849217233654
1996-08-01,NKE,0.02481134319552697,0.11983908847654541,0.09502774528101844,0.09502774528101844,0.009030272373194122,0.5202849217233654
1996-08-01,PG,0.01367377533300154,0.09262065281740965,0.07894687748440811,0.07894687748440811,0.006232609464538144,0.5202849217233654
1996-08-01,TRV,0.025384455121285995,0.06995852467895027,0.04457406955766427,0.04457406955766427,0.0019868476769314925,0.5202849217233654
1996-08-01,UNH,0.0064170407080133135,0.074800744659967,0.06838370395195369,0.06838370395195369,0.004676330966188446,0.5202849217233654
1996-08-01,VZ,0.009093393191937228,0.06245277731023434,0.05335938411829711,0.05335938411829711,0.002847223873483978,0.5202849217233654
1996-08-01,WBA,0.011321868388544853,0.1213869874731533,0.11006511908460845,0.11006511908460845,0.012114330439109039,0.5202849217233654
1996-08-01,WMT,0.0015837885485296896,0.0019367490052501545,0.00035296045672046487,0.00035296045672046487,1.2458108400831914e-07,0.5202849217233654
1996-09-01,AAPL,-0.038272047334998255,0.03596283195969318,0.07423487929469144,0.07423487929469144,0.005510817303897408,0.5199913356161843
1996-09-01,AMGN,0.0026793253646226894,-0.029133110449464424,-0.03181243581408712,0.03181243581408712,0.0010120310724254127,0.5199913356161843
1996-09-01,AXP,0.018802177933607046,0.016085930905557422,-0.002716247028049623,0.002716247028049623,7.377997917388411e-06,0.5199913356161843
1996-09-01,BA,0.012345756555109694,0.009216911853362599,-0.003128844701747095,0.003128844701747095,9.789669167650867e-06,0.5199913356161843
1996-09-01,CAT,0.0026292819296366322,-0.09381920926231563,-0.09644849119195226,0.09644849119195226,0.009302311453204093,0.5199913356161843
1996-09-01,CVX,0.012899064393518306,0.0486948731193653,0.03579580872584699,0.03579580872584699,0.0012813399223374237,0.5199913356161843
1996-09-01,DIS,0.008616698809446877,0.04066368828176874,0.03204698947232186,0.03204698947232186,0.0010270095342391082,0.5199913356161843
1996-09-01,HD,-0.005087809657377859,-0.03470659640504427,-0.02961878674766641,0.02961878674766641,0.0008772725284037393,0.5199913356161843
1996-09-01,HON,0.011896079566220203,-0.005709269359490682,-0.017605348925710886,0.017605348925710886,0.0003099483107960295,0.5199913356161843
1996-09-01,IBM,0.0011413465816634397,0.035506284581952235,0.034364938000288794,0.034364938000288794,0.0011809489637636928,0.5199913356161843
1996-09-01,INTC,0.01820326216699844,0.14087134034268525,0.12266807817568681,0.12266807817568681,0.015047457403316412,0.5199913356161843
1996-09-01,JNJ,0.009637051651781093,-0.039806139748809526,-0.04944319140059062,0.04944319140059062,0.002444629175875438,0.5199913356161843
1996-09-01,JPM,0.014987025974133684,0.06784851850861065,0.052861492534476966,0.052861492534476966,0.002794337392972564,0.5199913356161843
1996-09-01,KO,0.017318230432870795,-0.005008671411563324,-0.02232690184443412,0.02232690184443412,0.0004984905459709957,0.5199913356161843
1996-09-01,MCD,0.006079279740555457,-0.06260552625382083,-0.06868480599437629,0.06868480599437629,0.004717602574485109,0.5199913356161843
1996-09-01,MMM,0.009250615446321333,0.0907388161138394,0.08148820066751807,0.08148820066751807,0.006640326848029692,0.5199913356161843
1996-09-01,MRK,0.024105379745340678,0.05469751847549069,0.03059213873015001,0.03059213873015001,0.0009358789520847444,0.5199913356161843
1996-09-01,NKE,0.027764150138019455,-0.028816129931180382,-0.05658028006919984,0.05658028006919984,0.0032013280927090924,0.5199913356161843
1996-09-01,PG,0.008638832391947142,0.01526817445855751,0.006629342066610368,0.006629342066610368,4.394817623612983e-05,0.5199913356161843
1996-09-01,TRV,-0.008704587905282774,-0.012483113014665493,-0.0037785251093827195,0.0037785251093827195,1.4277252002235693e-05,0.5199913356161843
1996-09-01,UNH,0.001598821458105481,-0.09771525850401,-0.09931407996211548,0.09931407996211548,0.009863286478721468,0.5199913356161843
1996-09-01,VZ,0.011017053803942578,0.006243324903836275,-0.004773728900106303,0.004773728900106303,2.2788487611710137e-05,0.5199913356161843
1996-09-01,WBA,5.235205963315462e-05,0.020067880711857968,0.020015528652224814,0.020015528652224814,0.00040062138722803245,0.5199913356161843
1996-09-01,WMT,-0.0011612573368104083,0.0047283796499624645,0.005889636986772873,0.005889636986772873,3.4687823835963046e-05,0.5199913356161843
1996-10-01,AAPL,0.023061371897835636,0.047756628540547665,0.024695256642712028,0.024695256642712028,0.0006098557006494126,0.5189758792014368
1996-10-01,AMGN,0.029604254635282393,-0.007160839718229789,-0.03676509435351218,0.03676509435351218,0.0013516721628226533,0.5189758792014368
1996-10-01,AXP,0.03888350725489856,0.11065308563316227,0.07176957837826371,0.07176957837826371,0.005150872380593738,0.5189758792014368
1996-10-01,BA,0.037320615246644165,0.04108353731014189,0.003762922063497723,0.003762922063497723,1.415958245595796e-05,0.5189758792014368
1996-10-01,CAT,0.029172715826988674,0.1477373700890948,0.11856465426210612,0.11856465426210612,0.01405757724029276,0.5189758792014368
1996-10-01,CVX,0.024327657053301182,0.018832277617363807,-0.005495379435937375,0.005495379435937375,3.0199195144923377e-05,0.5189758792014368
1996-10-01,DIS,0.03443417809720363,0.11634568339862238,0.08191150530141875,0.08191150530141875,0.006709494700744351,0.5189758792014368
1996-10-01,HD,0.024087857913550514,-0.05141367874033969,-0.0755015366538902,0.0755015366538902,0.005700482037098726,0.5189758792014368
1996-10-01,HON,0.029712381076380613,0.11182852286751661,0.082116141791136,0.082116141791136,0.006743060742661951,0.5189758792014368
1996-10-01,IBM,0.019833136698558924,0.211448131887476,0.19161499518891706,0.19161499518891706,0.03671630638124871,0.5189758792014368
1996-10-01,INTC,0.042180248861116904,0.14433867032298997,0.10215842146187307,0.10215842146187307,0.010436343075581687,0.5189758792014368
1996-10-01,JNJ,0.02898251245891375,0.07808858694976398,0.04910607449085023,0.04910607449085023,0.0024114065519009317,0.5189758792014368
1996-10-01,JPM,0.0491003084691344,0.10409060862227051,0.054990300153136114,0.054990300153136114,0.0030239331109320018,0.5189758792014368
1996-10-01,KO,0.03321464074570622,0.012300111318384509,-0.020914529427321714,0.020914529427321714,0.00043741754116630594,0.5189758792014368
1996-10-01,MCD,0.02298317714996712,0.04932487037893567,0.02634169322896855,0.02634169322896855,0.0006938848021690874,0.5189758792014368
1996-10-01,MMM,0.021707162489391404,0.09218047927254,0.0704733167831486,0.0704733167831486,0.004966488378418014,0.5189758792014368
1996-10-01,MRK,0.019195687800622203,0.11646650721302454,0.09727081941240234,0.09727081941240234,0.009461612309160188,0.5189758792014368
1996-10-01,NKE,0.03306376043084366,-0.038798082728948934,-0.07186184315979259,0.07186184315979259,0.005164124502322629,0.5189758792014368
1996-10-01,PG,0.018204611160743407,0.09857002812835203,0.08036541696760863,0.08036541696760863,0.006458600244377596,0.5189758792014368
1996-10-01,TRV,0.0324938628602818,0.07951260161652227,0.047018738756240464,0.047018738756240464,0.002210761794227589,0.5189758792014368
1996-10-01,UNH,0.026905914186463507,0.13311731161980261,0.1062113974333391,0.1062113974333391,0.011280860944742711,0.5189758792014368
1996-10-01,VZ,0.006264074903686745,0.05427942049424727,0.048015345590560525,0.048015345590560525,0.00230547341218096,0.5189758792014368
1996-10-01,WBA,0.01931036730360286,0.10071385370096206,0.0814034863973592,0.0814034863973592,0.006626527597645044,0.5189758792014368
1996-10-01,WMT,0.01904600020897466,-0.03846602324869193,-0.057512023457666595,0.057512023457666595,0.0033076328421951925,0.5189758792014368
1996-11-01,AAPL,0.025256819212620796,-0.1446975854688936,-0.1699544046815144,0.1699544046815144,0.028884499670647965,0.5185523088175656
1996-11-01,AMGN,0.03236206234279145,-0.11291837469069282,-0.14528043703348428,0.14528043703348428,0.021106405384640193,0.5185523088175656
1996-11-01,AXP,0.026240753685395978,0.07820090937378718,0.0519601556883912,0.0519601556883912,0.002699857779161852,0.5185523088175656
1996-11-01,BA,0.021907429063666477,0.07230121208835785,0.05039378302469137,0.05039378302469137,0.0025395333675396724,0.5185523088175656
1996-11-01,CAT,0.027168047468849058,-0.05021284081250053,-0.07738088828134959,0.07738088828134959,0.005987801871210707,0.5185523088175656
1996-11-01,CVX,0.04901329671111265,-0.022105423242976017,-0.07111871995408867,0.07111871995408867,0.005057872327908089,0.5185523088175656
1996-11-01,DIS,0.03120160924656458,-0.05745673704495979,-0.08865834629152436,0.08865834629152436,0.007860302367147852,0.5185523088175656
1996-11-01,HD,0.012767297948725664,-0.039124087093919256,-0.05189138504264492,0.05189138504264492,0.002692715841644033,0.5185523088175656
