date,stock,forecast,actual,forecast_error,absolute_error,squared_error,explained_variance_ratio
1996-07-01,AAPL,0.015203325692930808,0.09737296794931724,0.08216964225638643,0.08216964225638643,0.006751850108542526,0.4568259891621503
1996-07-01,AMGN,0.02475117933532359,0.06425243274527877,0.03950125340995518,0.03950125340995518,0.0015603490209574959,0.4568259891621503
1996-07-01,AXP,-0.0017690093189463227,0.004984534314240183,0.006753543633186506,0.006753543633186506,4.561035160535399e-05,0.4568259891621503
1996-07-01,BA,0.029530545994368156,0.02234705605009328,-0.007183489944274875,0.007183489944274875,5.1602527779498245e-05,0.4568259891621503
1996-07-01,CAT,0.022117423935373325,0.050636249171779626,0.028518825236406302,0.028518825236406302,0.0008133233928646849,0.4568259891621503
1996-07-01,CVX,0.0038678989562983736,0.017130874621917702,0.013262975665619329,0.013262975665619329,0.00017590652350681047,0.4568259891621503
1996-07-01,DIS,0.015559117093584948,0.02633327741114472,0.010774160317559773,0.010774160317559773,0.00011608253054847972,0.4568259891621503
1996-07-01,HD,0.025433072196961202,0.05315208779152763,0.027719015594566427,0.027719015594566427,0.0007683438255318167,0.4568259891621503
1996-07-01,HON,0.005878865062800925,0.049801905472125256,0.043923040409324335,0.043923040409324335,0.0019292334787991384,0.4568259891621503
1996-07-01,IBM,0.023212493797686123,0.06199135697233325,0.03877886317464713,0.03877886317464713,0.001503800229118003,0.4568259891621503
1996-07-01,INTC,0.014623844426254827,0.06121311564449082,0.04658927121823599,0.04658927121823599,0.0021705601926463526,0.4568259891621503
1996-07-01,JNJ,0.017493646057282024,0.030929930753521358,0.013436284696239333,0.013436284696239333,0.0001805337464383953,0.4568259891621503
1996-07-01,JPM,-0.017330402590022914,0.07567062177113097,0.09300102436115389,0.09300102436115389,0.008649190532223938,0.4568259891621503
1996-07-01,KO,0.023376771007245625,0.06453813795306147,0.04116136694581585,0.04116136694581585,0.0016942581288481014,0.4568259891621503
1996-07-01,MCD,0.01806664977827111,0.0,-0.01806664977827111,0.01806664977827111,0.0003264038342107036,0.4568259891621503
1996-07-01,MMM,0.01675097808436441,0.0943105885569386,0.07755961047257418,0.07755961047257418,0.006015493176657438,0.4568259891621503
1996-07-01,MRK,0.009824207284078651,0.021175243553105134,0.011351036269026483,0.011351036269026483,0.00012884602438075466,0.4568259891621503
1996-07-01,NKE,0.02379103838819322,0.04861668366542973,0.024825645277236512,0.024825645277236512,0.0006163126634311755,0.4568259891621503
1996-07-01,PG,0.019012569344114046,0.0011297466196687367,-0.01788282272444531,0.01788282272444531,0.00031979534859393757,0.4568259891621503
1996-07-01,TRV,0.015390763889330798,0.0,-0.015390763889330798,0.015390763889330798,0.0002368756130971289,0.4568259891621503
1996-07-01,UNH,0.007070463456371851,0.13492000602661547,0.1278495425702436,0.1278495425702436,0.016345505535420534,0.4568259891621503
1996-07-01,VZ,0.00673658880357729,-0.03811942068050582,-0.04485600948408311,0.04485600948408311,0.0020120615868361538,0.4568259891621503
1996-07-01,WBA,0.014905902641640162,0.034820598988882095,0.019914696347241932,0.019914696347241932,0.00039659513060285115,0.4568259891621503
1996-07-01,WMT,0.011848713154453867,0.09436259623354822,0.08251388307909435,0.08251388307909435,0.006808540900790454,0.4568259891621503
1996-08-01,AAPL,0.03165882414604753,-0.08888666412720672,-0.12054548827325426,0.12054548827325426,0.01453121474303728,0.45629538971822553
1996-08-01,AMGN,0.026197623142220842,0.08037252566213596,0.054174902519915115,0.054174902519915115,0.002934920063042305,0.45629538971822553
1996-08-01,AXP,0.025814756649847236,0.055569936848158474,0.029755180198311238,0.029755180198311238,0.0008853707486339732,0.45629538971822553
1996-08-01,BA,0.00776042547803387,0.04635743358466034,0.03859700810662647,0.03859700810662647,0.0014897290347829892,0.45629538971822553
1996-08-01,CAT,0.02918026651350586,0.09018246013916832,0.06100219362566246,0.06100219362566246,0.003721267627142814,0.45629538971822553
